SMILES,Relation,Value
Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21,<,5.0
Cc1cc(N=S2(=O)CCC2)cc2ncnc(Nc3ccc(F)cc3O[C@H](CO)CF)c12,=,8.397940008672037
C[C@H]1C/C=C/[C@@H](O)[C@@H](O)CCC(O)Cc2cc(O)cc(O)c2C(=O)O1,<,5.0
C[C@H]1CCC[C@@H](O)[C@@H](O)CCC(O)Cc2cc(O)cc(O)c2C(=O)O1,<,5.0
Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,<,5.0
Cc1c(C(=O)NCCO)sc2ncnc(Nc3cccnc3OCC(F)F)c12,=,7.318758762624412
COC(=O)c1sc2ncnc(Nc3ccc(F)cc3OC(C)CNC(C)=O)c2c1C,=,6.583359492661719
COC(=O)c1sc2ncnc(Nc3ccc(F)cc3OC(C)CN(C)C)c2c1C,=,5.50251746263263
Cc1c(C(=O)NC2CCN(C)CC2)sc2ncnc(Nc3cccnc3OC(C)C)c12,=,7.494850021680094
Cc1c(C(=O)NCC2COCCN2)sc2ncnc(Nc3cccnc3OC(C)C)c12,=,7.1938200260161125
C[C@H](NC(=O)[C@@H](C)Oc1cc(F)ccc1Nc1ncnc2cc(N=S(C)(C)=O)cc(F)c12)C(F)(F)F,=,8.522878745280337
CC(NC(=O)[C@@H](C)Oc1cc(F)ccc1Nc1ncnc2cc(N=S3(=O)CCC3)cc(Cl)c12)C(F)F,=,8.698970004336019
C[C@@H](C#N)NC(=O)[C@@H](C)Oc1cc(Cl)ccc1Nc1ncnc2cc(N=S3(=O)CCC3)cc(F)c12,=,8.698970004336019
C[C@@H](Oc1cc(F)ccc1Nc1ncnc2cc(N=S(C)(C)=O)cc(Cl)c12)C(=O)NCCF,=,8.698970004336019
Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,=,8.698970004336019
Cc1cc([C@@H](C)Oc2cc(F)ccc2Nc2ncnc3cc(N=S4(=O)CCNCC4)cc(C)c23)on1,=,9.0
Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3cccnc3OC(C)C)c12,=,8.698970004336019
C[C@@H](Oc1cc(F)ccc1Nc1ncnc2cc(N=S3(=O)CC(C)(C)C3)cc(Cl)c12)C(=O)NCC(F)(F)F,=,8.698970004336019
Cc1cc(N=S2(=O)CCC2)cc2ncnc(Nc3ccc(F)cc3O[C@H](C)C(=O)NC(C(F)(F)F)C(F)(F)F)c12,=,9.0
Cc1cc(N=S2(=O)CC3(COC3)C2)cc2ncnc(Nc3ccc(Cl)cc3O[C@H](C)C(=O)N[C@@H](C)C(F)(F)F)c12,=,9.0
Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(F)cc3O[C@H](C)C(=O)N(C)C)c12,=,8.301029995663981
COc1cc(N=S2(=O)CCC2)cc2ncnc(Nc3ccc(Cl)cc3O[C@H](C)C(=O)NCC(F)(F)F)c12,=,8.698970004336019
