SMILES,Relation,Value
O=c1[nH]c(-c2ccc(Br)cc2)nc2ccccc12,=,6.649751981665837
COc1cccc2c(O)nc(-c3ccc(N)cc3)nc12,=,5.891434976267165
O=c1[nH]c(-c2ccc(F)cc2)nc2c(O)cccc12,=,6.995678626217358
O=[N+]([O-])c1ccc(-c2nc(O)c3cccc(O)c3n2)cc1,=,7.236572006437063
Cc1c(-c2ccccc2)oc2ccccc2c1=O,<,5.0
Nc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1,=,6.104577453960592
O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CC[C@@H]2c2ccccc2)cc1,=,6.267606240177032
O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CCC2c2ccccc2)cc1,=,5.795880017344075
COc1ccc(-c2noc(CSc3nnc(-c4ccncc4)n3-c3ccc(OC)cc3)n2)cc1,=,6.252588192113577
Cc1cccc2c(O)nc(-c3ccc(N)cc3)nc12,=,7.455931955649724
Cc1cccc2c(=O)[nH]c(-c3ccc(Cl)cc3)nc12,=,7.443697499232713
CN1CCCc2c1cc(-c1ccccc1)[nH]c2=O,=,7.013228265733755
CN1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,=,5.200659450546418
CC1(C)OC(=O)N(c2ccc(-c3cnc(N)c(-c4ccc5nncn5n4)c3)cc2)[C@H]1c1ccccc1,=,7.283162276700476
O=C1NC(c2ccc(C(F)(F)F)cc2)=NC2CSCC12,=,6.581698708680254
O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@@H](C4)[C@H]3C2=O)cc1,=,6.769551078621726
Cc1ccc(-c2cc3cnccc3c(=O)[nH]2)cc1,=,5.2076083105017466
COc1ccc(-c2cc3c(c(=O)[nH]2)CCCN3C)cc1,=,8.958607314841775
Cn1c(-c2ccc(Cl)cc2Cl)nc(=O)c2cccnc21,=,4.958607314841775
O=c1[nH]c(SCCN2CCN(CCCOc3ccc(-c4ccccc4)cc3)CC2)nc2ccccc12,=,6.171984935776023
O=C1CC2(CCN(C(=O)CN3CCN(CCSc4nc5ccccc5c(=O)[nH]4)CC3)CC2)Oc2ccccc21,=,6.2580609222708015
