SMILES,Relation,Value
CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CCCc1ccccc1)n1cc(C(C)(C)C)nc(NCCc2cccs2)c1=O,=,7.301029995663981
CC(C)C(NC(=O)COc1cccc2c(NS(=O)(=O)C(F)(F)F)cccc12)C(=O)N[C@H]1CC(=O)OC1O,=,6.684029654543083
COC(=O)CC1C(=O)c2c(C)nc3ccc(Br)cc3c2C1=O,=,0.33700000000127955
COC[C@@H]1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2C[C@H](O)CF,=,7.721246399047171
CC(C)C[C@H](NC(=O)CCCc1ccc2ccccc2c1)C(=O)N[C@H]1CC(=O)OC1O,=,5.559090917934783
COC[C@@H]1C[C@@H](C(F)(F)F)CN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2CCCCF,=,4.497572880015567
COC[C@@H]1C[C@H](OC)CN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,<,3.3010299956639813
COc1ccccc1NC(=O)n1sc2ccccc2c1=O,=,5.380176499542722
O=C1C[C@H](NC(=O)[C@@H]2COC[C@@H]3CCCC[C@H](NC(=O)c4cc5ccccc5s4)C(=O)N32)C(O)O1,<,5.0
O=C1C[C@H](NC(=O)[C@@H]2COC[C@@H]3C/C=C\C[C@H](NC(=O)c4cccc(C(F)(F)F)c4)C(=O)N32)C(O)O1,<,5.0
O=C1C[C@H](NC(=O)[C@@H]2COC[C@@H]3C/C=C\C[C@H](NC(=O)c4ccc(Cl)cc4)C(=O)N32)C(O)O1,<,5.0
COc1cccc(OC)c1C(=O)NNC(=O)C1(C(=O)N[C@H]2CC(=O)OC2O)CCCCC1,<,5.0
Cc1cccc(C(=O)NNC(=O)C2(C(=O)N[C@H]3CC(=O)OC3O)Cc3ccccc3C2)c1,<,5.0
CC(C)C(NC(=O)COc1cccc2ccccc12)C(=O)N[C@H]1CC(=O)OC1O,=,6.449771646944906
C=CCn1sc2ccccc2c1=O,=,4.643591672961019
O=c1c2ccccc2sn1Cc1ccc(F)cc1,=,4.86518562967954
COC(=O)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)CF,=,4.3979400086720375
COc1cccc(CC(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)CSCc2ccccc2)C(C)C)c1,=,6.6777807052660805
COC[C@@H]1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2CC(F)(F)CBr,=,5.72584215073632
C=CCCCCCCCCCN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCC[C@H]3COC)ccc21,=,7.130768280269024
CC(C)CC(NC(=O)[C@@H](CCC(=O)O)Oc1cccc2ccccc12)C(=O)N[C@H]1CC(=O)OC1O,=,7.6777807052660805
CC(C)C(NC(=O)COc1cc2ccccc2cc1NS(=O)(=O)C(F)(F)F)C(=O)N[C@H]1CC(=O)OC1O,=,5.716698771296451
