SMILES,Relation,Value
COc1ccc(S(=O)(=O)N2Cc3cc(O)ccc3CC2C(=O)NO)cc1,=,9.0
CN(C)c1ccc(-c2ccc(S(=O)(=O)N3Cc4ccccc4CC3C(=O)NO)cc2)cc1,=,8.698970004336019
O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCNCC1,=,9.154901959985743
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](NS(=O)(=O)c1ccc2ncnc(O)c2c1)C(=O)NO)C(C)(C)C,=,8.431798275933005
O=C(Nc1cccc(S(=O)(=O)N2Cc3ccccc3C[C@@H]2C(=O)NO)c1)c1ccccc1O,=,6.698970004336019
O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1CCCC(S)C1,=,8.096910013008056
O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc4c(c3)OCCO4)cc2)CCN(C2CC2)CC1,=,8.823908740944319
O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1,=,9.397940008672037
CCNC(=O)P(=O)(O)O,=,4.522878745280337
COc1ccc(S(=O)(=O)N(CCn2cc(CCCF)nn2)[C@@H](C(=O)NO)C(C)C)cc1,=,9.397940008672037
CC(C)C[C@@H](C(=O)N1CCCCC1)[C@H](O)C(=O)NO,=,6.0
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,=,4.7544873321858505
CNC(=O)[C@@H](NC(=O)C(CCc1ccc(Cl)cc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1)C(C)(C)C,=,9.2518119729938
O=C(Nc1ccc(S(=O)(=O)N2Cc3ccccc3C[C@@H]2C(=O)NO)cc1)OCc1ccccc1,=,6.096910013008056
O=C(NC1CCCCCC1)P(=O)(O)O,<,4.0
O=C(O)C1Cc2ccccc2CN1S(=O)(=O)CCc1ccc(-c2ccc(Cl)cc2)cc1,=,8.0
O=C(NCc1cccc(OCCSc2nc[nH]n2)c1)c1nc2ccccc2c(=O)[nH]1,=,6.853871964321762
O=C1NC[C@@H](Cc2ccc(O)cc2)N(C[C@@H]2CCCN2C[C@@H](Cc2ccc3ccccc3c2)N2C[C@H](Cc3ccc(O)cc3)N(CCC34CC5CC(CC(C5)C3)C4)C(=O)C2=O)C1=O,<,4.0
O=P(O)(O)C(Nc1ccc(Cl)cc1Cl)P(=O)(O)O,<,4.0
COc1c(C)ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,=,7.2839966563652006
COc1ccc(S(=O)(=O)N(Cc2ccc(OCCOCCOCCOCCOCc3cn(CCF)nn3)cc2)[C@@H](C(=O)NO)C(C)C)cc1,=,9.698970004336019
COc1ccc(S(=O)(=O)N(Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3F)nn2)[C@@H](C(=O)NO)C(C)C)cc1,=,9.301029995663981
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3nccs3)cc12)C(=O)O,=,6.812479279163537
