SMILES,Relation,Value
CCC(C)Nc1cc(-c2ccc3ncsc3c2)nc(C)n1,<,6.0
CC(=O)c1nnn(-c2cnn(-c3ccccc3)c(=O)c2Br)c1C,=,5.130768280269024
CCn1cc(C#N)c2cc(Oc3ccc(N(C)C(=O)[C@@H]4CCCN4)cc3)ccc21,=,4.636388020107856
CC(C)Cn1cc(C#N)c2cc(Nc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21,=,5.804100347590766
CC(C)Cn1cc(C#N)c2cc(Cc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21,=,6.701146923590294
Cc1ccc([C@H](C)Nc2cc(-c3ccc4ccn(C)c4c3)nc(C)n2)cc1,=,6.301029995663981
COc1cccc(-c2cc(NC(C)c3cccc(S(=O)(=O)NCC#N)c3)nc(C)n2)c1,=,6.301029995663981
Cc1nc(N[C@@H](C)c2ccc(Cl)cc2)cc(-c2ccc3ccn(C)c3c2)n1,<,6.0
COc1cccc(-c2cc(N[C@@H](C)c3cccc(C(F)(F)F)c3)nc(C)n2)c1,<,6.0
COc1cccc([C@H](C)Nc2cc(-c3cccc(OC(F)(F)F)c3)nc(C)n2)c1,<,6.0
Cc1nc(NC(C)c2cccc(-c3cnn(C)c3)c2)cc(-c2ccccc2)n1,=,6.301029995663981
CC(C)CCC(C)NC1C=C(c2ccc3ncsc3c2)N=CN1C,<,6.0
COc1cccc([C@H](C)Nc2cc(-c3ccc(C)c(N)c3)nc(C)n2)c1,<,6.0
Cc1nc(NC(C)c2cccc(OCC(=O)O)c2)cc(-c2ccc3ncsc3c2)n1,<,6.0
Cc1nc(NCC2CCCN(C(=O)c3ccc[nH]3)C2)cc(-c2ccc3ncsc3c2)n1,<,6.0
Cc1nc(NC(C)c2cccc(-c3nn[nH]n3)c2)cc(-c2ccc3ncsc3c2)n1,<,6.0
Cc1nc(N[C@H](C)c2cccc(-c3cnn(C)c3)c2)cc(-c2ccc3ncsc3c2)n1,<,6.0
Cc1nc(NC(C)c2cccc(OCC(=O)N3CCC3)c2)cc(-c2ccc3ncsc3c2)n1,<,6.0
COc1cccc([C@H](C)Nc2cc(-c3ccc4ncoc4c3)nc(C)n2)c1,<,6.0
Cc1nc(N[C@@H]2CCCc3ccccc32)cc(-c2ccc3c(c2)NCCO3)n1,=,6.301029995663981
Cc1nc(NC(C)c2cccc(-c3noc(C)n3)c2)cc(-c2ccc3ncsc3c2)n1,<,6.0
COc1cccc([C@H](C)Nc2cc(N[C@@H]3CCCc4ccccc43)nc(C)n2)c1,<,6.0
Cc1nc(N[C@@H]2CCCc3ccccc32)cc(-c2ccc(N(C)C)cc2)n1,<,6.0
COc1cccc([C@H](C)Nc2cc(-c3ccc4[nH]ncc4c3)nc(C)n2)c1,<,6.0
